CLI_ID,UNIVERS,MOIS_VENTE,FAMILLE,MAILLE,"('PRIX_NET', 'min')","('PRIX_NET', 'max')","('PRIX_NET', 'mean')"
991496790,CORPS_SOIN DES MAINS,12,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.85,29.0,6.943333333333334
991496807,VIS_LOTIONS Jeunes Specifique,4,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.66,8.9,3.375
991496815,HYG_DOUCHE JARDINMONDE,7,HYGIENE,HYG_JDM,1.5,21.9,5.072222222222222
991496823,VIS_MASQUE Jeunes Specifique,8,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.95,3.95,3.95
991496857,MAQ_YEUX Fard,7,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,2.0,11.45,5.4799999999999995
991496865,MAQ_LEV AUTRES,12,MAQUILLAGE,MAQ_LEV_RAL_HMG,1.65,12.5,4.14
991496899,PARF_EAUX HOMMES,1,PARFUMAGE,PARF_HOMME,2.95,12.5,7.975
991496922,VIS_DEMAQ Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,0.5,6.9,3.6666666666666665
991496930,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.9,4.9,2.4388888888888887
991496964,MAQ_ONG AUTRES,12,MAQUILLAGE,MAQ_ONGLES,1.5,26.0,4.878571428571428
991497005,MAQ_LEV RAL Brillance,6,MAQUILLAGE,MAQ_LEV_RAL_HMG,1.25,9.95,5.259090909090909
991497021,MAQ_TEINT Font teint,10,MAQUILLAGE,MAQ_TEINT,1.5,9.95,3.4
991497097,MAQ_YEUX Mascara SexyPulp,6,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,8.95,8.95,8.95
991497104,MAQ_ONG Vernis LUM,5,MAQUILLAGE,MAQ_ONGLES,3.9,3.9,3.9
991497138,CORPS_HYDRA NOURRISANT,11,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.25,5.5,2.228125
991497146,HYG_DOUCHE JARDINMONDE,1,HYGIENE,HYG_JDM,1.5,5.5,3.4423076923076925
991497154,MAQ_TEINT Fard a joues,12,MAQUILLAGE,MAQ_TEINT,1.95,14.6,6.275
991497162,CAP_TRAITEMENT,12,CAPILLAIRES,CAPILLAIRE_AUTRE,1.95,12.56,4.247333333333334
991497170,VIS_LOTIONS Jeunes Specifique,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.95,4.95,4.283333333333334
991497188,HYG_DOUCHE JARDINMONDE,4,HYGIENE,HYG_JDM,1.65,6.45,3.2818181818181817
991497211,MAQ_ONG Vernis LUM,7,MAQUILLAGE,MAQ_ONGLES,1.65,13.0,8.459999999999999
991497237,CORPS_SOIN DES MAINS,12,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.65,1.95,1.875
991497261,HYG_DOUCHE PLAISIRNATURE,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.9,10.9,3.349038461538462
991497279,PARF_PARF ET EAU DE PARF,2,PARFUMAGE,PARF_PARFUM,21.6,35.0,26.849999999999998
991497287,VIS_DEMAQ BLEUET,11,SOINS DU VISAGE,VIS_AUTRES,1.95,7.3,5.775
991497295,VIS_SOIN LEVRES,10,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,3.95,2.6
991497328,HYG_DOUCHE PLAISIRNATURE,10,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.5,6.45,3.033333333333333
991497378,MAQ_YEUX Mascara Specifique,9,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.5,7.45,2.9875
991497401,HYG_DOUCHE EDT NOEL,12,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,0.8,16.9,4.634285714285714
991497419,VIS_MASQUE Jeunes Specifique,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.35,5.95,4.25
991497451,HYG_DOUCHE PARFUMS,3,HYGIENE,HYG_PARFUMEE,1.5,14.0,4.218181818181818
991497477,VIS_SOIN LEVRES,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,4.45,2.7700000000000005
991497493,CORPS_SOIN DES MAINS,11,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.9,4.9,3.108333333333333
991497500,PARF_PARF ET EAU DE PARF,12,PARFUMAGE,PARF_PARFUM,1.66,32.95,17.501923076923077
991497550,VIS_MASQUE Jeunes Specifique,5,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.45,3.95,1.85625
991497584,HYG_DOUCHE HAMMAM,11,HYGIENE,HYG_AUTRES,1.5,5.0,2.6550000000000002
991497592,MAQ_YEUX Crayons,7,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,3.95,3.95,3.95
991497625,MAQ_YEUX Crayons,6,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,1.95,1.95
991497641,PARF_EAUX PARFUMS,9,PARFUMAGE,PARF_PARFUM,15.9,17.5,16.7
991497708,CORPS_PRODUITS MINCEUR,4,SOINS DU CORPS,CORPS_SPA_ET_MINCEUR,2.45,18.0,10.527777777777779
991497716,MAQ_ONG AUTRES,5,MAQUILLAGE,MAQ_ONGLES,2.25,48.75,12.68
991497724,PARF_EAUX HOMMES,3,PARFUMAGE,PARF_HOMME,3.95,18.0,7.133333333333333
991497740,MAQ_LEV RAL Brillance,6,MAQUILLAGE,MAQ_LEV_RAL_HMG,1.25,17.8,6.659375
991497772,MAQ_YEUX Crayons,4,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,1.95,1.95
991497839,HYG_BAIN SEL HUILE PERLE,9,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.85,4.0,2.35
991497855,HYG_DOUCHE HOMMES,6,HYGIENE,HYG_HOMME,4.95,6.0,5.475
991497946,HYG_DOUCHE MONOI,9,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,3.9,3.9,3.9
991498029,MAQ_ONG AUTRES,5,MAQUILLAGE,MAQ_ONGLES,2.5,9.95,4.844117647058824
991498152,MAQ_YEUX Mascara Specifique,12,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.95,17.9,5.727777777777778
991498160,PARF_PARF ET EAU DE PARF,12,PARFUMAGE,PARF_PARFUM,0.8,27.0,6.7
991498178,CAP_AP SHAMP,2,CAPILLAIRES,CAPILLAIRE_AUTRE,2.95,6.95,4.458333333333333
991498186,HYG_DOUCHE JARDINMONDE,9,HYGIENE,HYG_JDM,1.5,5.95,2.6125
991498227,VIS_DEMAQ Jeunes Specifique,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.45,26.0,10.407142857142857
991498326,HYG_DOUCHE PARFUMS,9,HYGIENE,HYG_PARFUMEE,4.95,4.95,4.95
991498384,PARF_EAUX PARFUMS,5,PARFUMAGE,PARF_PARFUM,13.0,13.0,13.0
991498417,VIS_DEMAQ BLEUET,3,SOINS DU VISAGE,VIS_AUTRES,2.95,19.9,12.559999999999999
991498706,MAQ_TEINT Poudres,9,MAQUILLAGE,MAQ_TEINT,3.95,23.9,12.199999999999998
991498762,VIS_SOIN LEVRES,10,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,4.9,2.5500000000000003
991498796,MAQ_TEINT Font teint,6,MAQUILLAGE,MAQ_TEINT,1.25,9.95,5.05
991498803,VIS_MASQUE Jeunes Specifique,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.5,4.95,3.225
991498811,SOL_PROTECTEURS SOLAIRES,6,SOLAIRES,SOLAIRE,3.95,15.0,7.9625
991498853,HYG_DOUCHE PARFUMS,12,HYGIENE,HYG_PARFUMEE,2.95,6.95,4.95
991498879,HYG_DOUCHE CULTUREBIO,6,HYGIENE,HYG_CULTUREBIO,1.95,4.75,3.35
991498887,MAQ_TEINT Perfect Correcteur,12,MAQUILLAGE,MAQ_TEINT,14.5,14.5,14.5
991499001,MAQ_TEINT Fard a joues,4,MAQUILLAGE,MAQ_TEINT,7.9,9.95,8.933333333333332
991499019,PARF_EAUX HOMMES,12,PARFUMAGE,PARF_HOMME,4.9,18.8,10.200000000000001
991499134,MAQ_ONG Vernis LUM,3,MAQUILLAGE,MAQ_ONGLES,1.95,2.95,2.45
991499150,MAQ_ONG Vernis LUM,8,MAQUILLAGE,MAQ_ONGLES,1.66,4.95,2.4875
991499176,CAP_TRAITEMENT,11,CAPILLAIRES,CAPILLAIRE_AUTRE,6.95,6.95,6.95
991499267,VIS_SOIN LEVRES,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,2.95,2.45
991499283,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,4.0,3.17
991499308,PARF_PARF ET EAU DE PARF,9,PARFUMAGE,PARF_PARFUM,9.25,18.0,13.625
991499382,MAQ_ONG Vernis LUM,4,MAQUILLAGE,MAQ_ONGLES,1.95,1.95,1.95
991499473,VIS_DEMAQ Jeunes Specifique,9,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.45,14.5,5.8875
991499499,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,19.9,4.9
991499522,SOL_PROTECTEURS SOLAIRES,7,SOLAIRES,SOLAIRE,1.0,32.5,7.01875
991499605,HYG_DOUCHE EDT NOEL,12,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.25,1.95,1.55
991499621,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.9,3.9,2.5300000000000002
991499647,HYG_SAVONS,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.85,3.6,2.4
991499655,MAQ_ONG Vernis CN,5,MAQUILLAGE,MAQ_ONGLES,4.95,4.95,4.95
991499663,PARF_EAUX PLAISIR NATURE,7,PARFUMAGE,PARF_EDT,3.5,3.5,3.5
991499689,VIS_SOIN LEVRES,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,4.45,2.4499999999999997
991499791,PARF_PARF ET EAU DE PARF,1,PARFUMAGE,PARF_PARFUM,1.25,19.9,7.4375
991499858,PARF_EAUX HOMMES,1,PARFUMAGE,PARF_HOMME,12.5,12.5,12.5
991499874,HYG_DOUCHE JARDINMONDE,6,HYGIENE,HYG_JDM,1.5,16.0,3.439285714285714
991499882,VIS_SOIN LEVRES,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,5.45,3.55
991499890,MAQ_LEV RAL Lum4,4,MAQUILLAGE,MAQ_LEV_BASPRIX,1.3,10.9,4.085714285714285
991499923,PARF_APRES RASAGE,6,PARFUMAGE,PARF_HOMME,4.45,15.0,9.316666666666666
991499965,CORPS_LAIT HUILE PARFUMS,12,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,2.9,4.85,3.9166666666666665
991499973,PARF_EAUX PLAISIR NATURE,3,PARFUMAGE,PARF_EDT,4.9,7.9,6.4
991499981,HYG_DOUCHE PARFUMS,5,HYGIENE,HYG_PARFUMEE,1.95,12.5,5.42
991499999,HYG_DOUCHE PLAISIRNATURE,7,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.0,21.5,7.7250000000000005
991500022,MAQ_TEINT Font teint,1,MAQUILLAGE,MAQ_TEINT,1.65,19.9,8.495
991500072,VIS_SOIN LEVRES,10,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.0,7.95,2.935714285714286
991500105,PARF_EAUX PARFUMS,1,PARFUMAGE,PARF_PARFUM,3.95,18.0,9.84375
991500121,VIS_CJOUR AAAR,1,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,4.95,24.5,12.299999999999999
991500171,HYG_DOUCHE CULTUREBIO,6,HYGIENE,HYG_CULTUREBIO,0.92,12.95,4.735357142857143
991500204,MAQ_YEUX Mascara Specifique,8,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,10.95,10.95,10.95
991500220,MAQ_ONG Vernis LUM,7,MAQUILLAGE,MAQ_ONGLES,1.5,4.5,2.025
991500238,CORPS_SOIN PIEDS ET JAMBES,3,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,2.95,9.0,6.528571428571429
991500262,VIS_TRAIT Jeunes Specifique,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,5.9,19.9,10.1625
991500337,MAQ_ONG Vernis LUM,11,MAQUILLAGE,MAQ_ONGLES,1.95,1.95,1.95
991500345,CAP_SHAMP TRAITANT,1,CAPILLAIRES,CAPILLAIRE_SHAMPOING,2.95,9.0,5.28125
991500387,HYG_DOUCHE PLAISIRNATURE,4,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.9,16.2,3.233448275862069
991500410,HYG_DOUCHE JARDINMONDE,7,HYGIENE,HYG_JDM,1.25,5.45,3.1999999999999997
991500428,PARF_EAUX PLAISIR NATURE,12,PARFUMAGE,PARF_EDT,3.0,7.0,4.3
991500436,CORPS_SOIN PIEDS ET JAMBES,11,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.9,5.5,3.075
991500486,VIS_SOIN LEVRES,2,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,5.0,2.7857142857142856
991500501,SOL_PROTECTEURS SOLAIRES,4,SOLAIRES,SOLAIRE,1.95,14.9,7.3125
991500535,CORPS_LAIT HUILE PLAISIRNATURE,8,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,1.5,7.0,3.725
991500543,VIS_DEMAQ Jeunes Specifique,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,0.72,14.75,4.024375
991500569,HYG_DOUCHE MONOI,5,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.25,13.9,4.2481481481481485
991500650,MAQ_TEINT Poudres,5,MAQUILLAGE,MAQ_TEINT,14.95,14.95,14.95
991500668,VIS_SOIN LEVRES,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,0.8,7.7,3.138235294117647
991500684,MAQ_YEUX Sourcils,6,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,9.5,9.5,9.5
991500692,CORPS_LAIT HUILE PLAISIRNATURE,2,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,4.9,9.95,6.783333333333334
991500717,HYG_DOUCHE PLAISIRNATURE,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.8,11.9,3.3115384615384613
991500725,PARF_EAUX DE COLOGNE,7,PARFUMAGE,PARF_PARFUM,1.5,5.0,3.25
991500733,HYG_DOUCHE HOMMES,12,HYGIENE,HYG_HOMME,3.8,18.8,7.9399999999999995
991500741,PARF_EAUX PLAISIR NATURE,6,PARFUMAGE,PARF_EDT,1.25,8.95,3.8454545454545452
991500757,PARF_PARF ET EAU DE PARF,3,PARFUMAGE,PARF_PARFUM,1.5,25.5,6.83
991500799,VIS_CJOUR Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,6.95,4.95
991500806,PARF_EAUX PLAISIR NATURE,9,PARFUMAGE,PARF_EDT,7.9,7.9,7.9
991500822,VIS_MASQUE PUR,4,SOINS DU VISAGE,VIS_PUR,2.95,4.45,3.575
991500848,MAQ_TEINT Font teint,11,MAQUILLAGE,MAQ_TEINT,3.5,9.25,6.375
991500856,VIS_MASQUE Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,2.95,2.95,2.95
991500880,CORPS_LAIT HUILE AUTRES,12,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,1.25,18.0,3.8274999999999997
991500898,HYG_DOUCHE JARDINMONDE,7,HYGIENE,HYG_JDM,1.5,22.5,4.07
991500913,VIS_SOIN LEVRES,8,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,17.95,10.299999999999999
991500921,MAQ_LEV RAL Brillance,7,MAQUILLAGE,MAQ_LEV_RAL_HMG,1.95,9.95,5.74
991500939,VIS_CJOUR AAAR,5,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,9.95,19.9,15.514285714285714
991500955,MAQ_YEUX Stylos,1,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,4.5,9.9,5.456250000000001
991500963,VIS_LOTIONS Jeunes Specifique,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.6,18.0,6.621428571428572
991501012,HYG_DOUCHE PLAISIRNATURE,9,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,4.9,4.9,4.9
991501088,MAQ_ONG Vernis LUM,1,MAQUILLAGE,MAQ_ONGLES,1.65,4.95,3.3
991501103,VIS_CJOUR Jeunes Specifique,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,5.45,17.0,11.225
991501137,VIS_DEMAQ BLEUET,10,SOINS DU VISAGE,VIS_AUTRES,1.9,21.6,6.2
991501153,PARF_PARF ET EAU DE PARF,6,PARFUMAGE,PARF_PARFUM,9.9,17.95,13.925
991501161,VIS_DEMAQ BLEUET,4,SOINS DU VISAGE,VIS_AUTRES,3.65,4.0,3.825
991501179,CAP_SHAMP TRAITANT,3,CAPILLAIRES,CAPILLAIRE_SHAMPOING,2.95,15.9,5.86875
991501195,MAQ_ONG Vernis LUM,9,MAQUILLAGE,MAQ_ONGLES,1.0,6.95,4.196153846153846
991501210,VIS_DEMAQ Jeunes Specifique,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,4.45,9.95,7.075
991501228,VIS_SOIN LEVRES,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.0,2.95,1.9625
991501236,PARF_APRES RASAGE,1,PARFUMAGE,PARF_HOMME,1.5,25.0,7.989473684210527
991501294,HYG_DEO PARFUMS,7,HYGIENE,HYG_PARFUMEE,1.25,9.0,4.1160000000000005
991501319,MAQ_YEUX Crayons,11,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,1.95,1.95
991501400,VIS_DEMAQ Jeunes Specifique,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.45,3.95,3.7833333333333337
991501450,PARF_PARF ET EAU DE PARF,12,PARFUMAGE,PARF_PARFUM,19.9,32.95,24.266666666666666
991501468,PARF_PARF ET EAU DE PARF,10,PARFUMAGE,PARF_PARFUM,1.95,17.95,10.608333333333333
991501509,VIS_MASQUE Jeunes Specifique,5,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.5,8.95,3.88
991501541,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,26.0,7.955
991501559,VIS_CJOUR AAAR,2,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,4.95,36.0,17.619999999999997
991501575,VIS_CJOUR AAAR,10,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,4.95,28.0,13.580000000000002
991501591,MAQ_YEUX Stylos,6,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,4.95,5.95,5.45
991501608,VIS_SOIN LEVRES,9,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,12.95,7.449999999999999
991501624,PARF_PARF ET EAU DE PARF,7,PARFUMAGE,PARF_PARFUM,1.95,27.0,9.711363636363636
991501658,CAP_SHAMP TRAITANT,9,CAPILLAIRES,CAPILLAIRE_SHAMPOING,1.45,10.9,4.42
991501666,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,18.0,7.475
991501674,CAP_AP SHAMP,5,CAPILLAIRES,CAPILLAIRE_AUTRE,1.0,11.9,4.555000000000001
991501715,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,30.0,13.7
991501749,HYG_DOUCHE PARFUMS,12,HYGIENE,HYG_PARFUMEE,6.9,25.0,20.339999999999996
991501763,HYG_DOUCHE EDT NOEL,12,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.9,19.25,7.260526315789473
991501771,VIS_DEMAQ Jeunes Specifique,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.95,3.95,3.95
991501789,PARF_EAUX PARFUMS,3,PARFUMAGE,PARF_PARFUM,4.45,14.95,7.324999999999999
991501804,VIS_CJOUR BIO,5,SOINS DU VISAGE,VIS_BIO,1.0,12.9,6.2625
991501820,VIS_CJOUR AAAR,9,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,3.95,14.0,7.566666666666666
991501838,MAQ_LEV RAL GrdRouge,9,MAQUILLAGE,MAQ_LEV_RAL_HMG,1.2,11.9,4.648125
991501846,CORPS_SOIN DES MAINS,5,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.0,10.9,4.192857142857143
991501888,MAQ_LEV RAL Hydr,3,MAQUILLAGE,MAQ_LEV_RAL_HMG,2.5,19.9,9.094736842105263
991501903,HYG_DOUCHE JARDINMONDE,9,HYGIENE,HYG_JDM,1.95,1.95,1.95
991501937,MAQ_LEV RAL Lum4,12,MAQUILLAGE,MAQ_LEV_BASPRIX,5.95,5.95,5.95
991501945,MAQ_ONG AUTRES,6,MAQUILLAGE,MAQ_ONGLES,1.0,9.95,4.383333333333334
991501953,HYG_DOUCHE HOMMES,1,HYGIENE,HYG_HOMME,1.0,7.95,3.3233333333333333
991501961,CORPS_SOIN DES MAINS,3,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.65,15.6,5.517857142857143
991501987,MAQ_YEUX Mascara Specifique,11,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,0.8,10.95,3.025
991501995,MAQ_ONG AUTRES,7,MAQUILLAGE,MAQ_ONGLES,3.0,26.9,11.157142857142857
991502028,SOL_APRES SOLEIL,6,SOLAIRES,SOLAIRE,2.95,12.9,7.4375
991502044,MAQ_ONG Vernis LUM,3,MAQUILLAGE,MAQ_ONGLES,1.65,1.65,1.6499999999999997
991502086,HYG_DOUCHE JARDINMONDE,3,HYGIENE,HYG_JDM,1.0,13.0,2.5732142857142857
991502094,MAQ_ONG Vernis CN,3,MAQUILLAGE,MAQ_ONGLES,4.95,4.95,4.95
991502127,VIS_SOIN LEVRES,5,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,8.95,5.1
991502177,HYG_DOUCHE JARDINMONDE,2,HYGIENE,HYG_JDM,1.66,3.95,2.3083333333333336
991502185,HYG_DOUCHE CULTUREBIO,12,HYGIENE,HYG_CULTUREBIO,1.95,4.75,2.8833333333333333
991502193,SOL_APRES SOLEIL,7,SOLAIRES,SOLAIRE,1.95,12.5,7.777777777777778
991502226,HYG_DOUCHE JARDINMONDE,1,HYGIENE,HYG_JDM,1.45,9.95,3.777272727272727
991502234,VIS_SOIN LEVRES,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,0.95,12.5,5.7299999999999995
991502242,PARF_EAUX HOMMES,6,PARFUMAGE,PARF_HOMME,1.95,25.0,8.5875
991502268,HYG_DOUCHE FRAICHEUR VEG,1,HYGIENE,HYG_AUTRES,1.5,1.95,1.711111111111111
991502325,VIS_DEMAQ Jeunes Specifique,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.95,27.9,14.935714285714285
991502341,MAQ_TEINT Perfect Correcteur,12,MAQUILLAGE,MAQ_TEINT,7.45,12.25,9.85
991502367,SOL_AUTOBRONZANTS,4,SOLAIRES,SOLAIRE,1.25,25.0,7.045714285714285
991502375,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,1.95,1.95
