CLI_ID,UNIVERS,MOIS_VENTE,FAMILLE,MAILLE,"('PRIX_NET', 'min')","('PRIX_NET', 'max')","('PRIX_NET', 'mean')"
991507877,HYG_DOUCHE JARDINMONDE,1,HYGIENE,HYG_JDM,3.0,3.0,3.0
991507885,VIS_CJOUR Jeunes Specifique,10,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,5.45,9.95,7.824999999999999
991507942,MAQ_ONG AUTRES,12,MAQUILLAGE,MAQ_ONGLES,3.6,4.9,4.075
991507950,VIS_SOIN LEVRES,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,18.0,6.6625
991507992,HYG_DOUCHE PLAISIRNATURE,11,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.0,7.9,3.1846153846153844
991508009,PARF_APRES RASAGE,12,PARFUMAGE,PARF_HOMME,1.0,8.5,4.225
991508033,HYG_DOUCHE EDT NOEL,12,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.85,3.6,2.5500000000000003
991508059,CAP_SHAMP TSCHEVEUX,4,CAPILLAIRES,CAPILLAIRE_SHAMPOING,1.65,9.95,3.75
991508075,VIS_CJOUR Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,6.95,6.95,6.95
991508091,HYG_DOUCHE MONOI,6,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.95,1.95,1.95
991508116,VIS_DEMAQ BLEUET,10,SOINS DU VISAGE,VIS_AUTRES,3.65,12.95,8.85
991508132,HYG_DOUCHE PLAISIRNATURE,2,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.0,8.95,2.4078947368421053
991508207,CORPS_LAIT HUILE PARFUMS,12,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,1.95,26.5,12.234
991508223,VIS_TRAIT Jeunes Specifique,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,4.45,6.95,5.075
991508265,MAQ_YEUX Mascara Basic,6,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.65,3.95,3.1833333333333336
991508322,HYG_DOUCHE JARDINMONDE,6,HYGIENE,HYG_JDM,1.5,4.95,2.306
991508348,MAQ_YEUX Stylos,11,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,4.95,15.9,10.490909090909092
991508356,VIS_MASQUE Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.9,7.45,3.8125
991508372,HYG_DOUCHE JARDINMONDE,3,HYGIENE,HYG_JDM,1.5,6.45,3.188888888888889
991508380,MAQ_YEUX Mascara SexyPulp,1,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.9,17.9,9.011111111111111
991508413,MAQ_TEINT Font teint,4,MAQUILLAGE,MAQ_TEINT,1.25,16.95,5.75625
991508421,SOL_APRES SOLEIL,7,SOLAIRES,SOLAIRE,3.95,32.9,11.291666666666666
991508447,PARF_EAUX PARFUMS,12,PARFUMAGE,PARF_PARFUM,15.95,15.95,15.95
991508497,CORPS_SOIN DES MAINS,12,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.8,25.9,6.005
991508504,VIS_SOIN LEVRES,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,9.95,4.966666666666667
991508520,HYG_DOUCHE JARDINMONDE,7,HYGIENE,HYG_JDM,1.5,11.75,4.9
991508554,MAQ_YEUX Crayons,6,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,9.0,5.913636363636363
991508570,SOL_APRES SOLEIL,6,SOLAIRES,SOLAIRE,1.5,5.95,2.775
991508603,CORPS_SOIN DES MAINS,8,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.75,1.95,1.85
991508629,VIS_CJOUR Jeunes Specifique,4,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.95,9.95,7.074999999999999
991508637,PARF_EAUX PARFUMS,8,PARFUMAGE,PARF_PARFUM,15.95,15.95,15.95
991508645,CAP_SHAMP TSCHEVEUX,9,CAPILLAIRES,CAPILLAIRE_SHAMPOING,1.25,4.95,1.8966666666666667
991508653,HYG_DOUCHE JARDINMONDE,6,HYGIENE,HYG_JDM,1.5,3.9,2.8076923076923075
991508661,HYG_DOUCHE JARDINMONDE,3,HYGIENE,HYG_JDM,1.5,1.95,1.6583333333333332
991508679,HYG_DOUCHE PLAISIRNATURE,8,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,3.95,3.95,3.95
991508710,VIS_MASQUE Jeunes Specifique,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,4.95,3.4500000000000006
991508744,MAQ_YEUX Crayons,6,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,19.95,6.261111111111111
991508809,VIS_CJOUR BIO,1,SOINS DU VISAGE,VIS_BIO,2.25,6.45,4.35
991508817,PARF_EAUX HOMMES,1,PARFUMAGE,PARF_HOMME,2.95,12.5,7.8
991508825,CORPS_LAIT HUILE PLAISIRNATURE,12,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,1.0,5.9,2.392857142857143
991508867,PARF_PARF ET EAU DE PARF,7,PARFUMAGE,PARF_PARFUM,1.95,14.0,6.966666666666666
991508883,HYG_BAIN SEL HUILE PERLE,6,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.9,7.9,3.2038461538461536
991508916,MAQ_TEINT Poudres,2,MAQUILLAGE,MAQ_TEINT,3.9,15.95,9.33
991508932,PARF_EAUX PARFUMS,4,PARFUMAGE,PARF_PARFUM,2.0,36.0,11.60625
991508974,MAQ_ONG Vernis LUM,5,MAQUILLAGE,MAQ_ONGLES,1.95,11.5,5.057142857142857
991509015,CORPS_HYDRA NOURRISANT,6,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,4.95,15.0,10.483333333333333
991509023,MAQ_YEUX Mascara Specifique,5,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,9.95,10.95,10.45
991509049,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.9,3.9,2.5300000000000002
991509065,MAQ_YEUX Sourcils,10,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,4.75,4.75,4.75
991509081,VIS_CJOUR Jeunes Specifique,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.5,19.9,9.96111111111111
991509099,MAQ_TEINT Font teint,3,MAQUILLAGE,MAQ_TEINT,1.5,9.25,3.7642857142857147
991509172,VIS_MASQUE Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.5,8.5,3.69
991509180,MAQ_YEUX Mascara Specifique,7,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,5.45,8.95,7.199999999999999
991509205,CORPS_SOIN DES MAINS,4,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.5,5.5,2.9
991509221,PARF_EAUX DE COLOGNE,5,PARFUMAGE,PARF_PARFUM,5.0,7.75,5.916666666666667
991509239,VIS_SOIN LEVRES,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,4.45,2.85
991509263,MAQ_YEUX Eyeliner,12,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,4.9,24.9,11.316666666666665
991509271,VIS_SOIN LEVRES,8,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,1.95,1.95
991509289,CORPS_SOINS HAMMAM,8,SOINS DU CORPS,CORPS_SPA_ET_MINCEUR,11.95,11.95,11.95
991509370,VIS_CJOUR PUR,4,SOINS DU VISAGE,VIS_PUR,3.9,7.9,5.4
991509388,CORPS_LAIT HUILE PLAISIRNATURE,12,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,0.8,3.95,1.7919354838709676
991509396,PARF_APRES RASAGE,2,PARFUMAGE,PARF_HOMME,6.95,17.0,12.283333333333333
991509403,HYG_DOUCHE PLAISIRNATURE,2,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.95,5.5,4.116666666666666
991509411,HYG_DOUCHE JARDINMONDE,1,HYGIENE,HYG_JDM,1.5,5.5,3.108333333333333
991509429,VIS_DEMAQ BLEUET,12,SOINS DU VISAGE,VIS_AUTRES,4.95,26.6,11.7125
991509437,CORPS_EAUX CORPS MONOI,7,SOINS DU CORPS,CORPS_MONOI,1.95,5.95,4.95
991509453,HYG_BAIN SEL HUILE PERLE,8,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.8,17.5,2.9515625
991509461,HYG_SAVONS,6,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.45,9.95,4.0
991509487,HYG_DOUCHE CULTUREBIO,1,HYGIENE,HYG_CULTUREBIO,1.95,26.0,8.975
991509510,PARF_EAUX PARFUMS,3,PARFUMAGE,PARF_PARFUM,1.5,13.0,5.671428571428572
991509528,HYG_SAVONS,3,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.0,13.9,2.718421052631579
991509552,MAQ_ONG Vernis CN,11,MAQUILLAGE,MAQ_ONGLES,3.3,5.95,4.625
991509578,CAP_TRAITEMENT,12,CAPILLAIRES,CAPILLAIRE_AUTRE,3.95,14.95,8.450000000000001
991509586,MAQ_TEINT Font teint,12,MAQUILLAGE,MAQ_TEINT,1.95,18.9,8.33
991509594,MAQ_YEUX Crayons,4,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,7.9,4.925
991509601,HYG_DOUCHE EDT ETE,9,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.0,14.5,3.5260000000000002
991509619,VIS_CJOUR Jeunes Specifique,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,5.45,5.45,5.45
991509635,HYG_DOUCHE JARDINMONDE,3,HYGIENE,HYG_JDM,0.9,35.9,5.201515151515152
991509669,VIS_TRAIT Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,7.95,8.95,8.45
991509685,MAQ_TEINT Perfect Correcteur,4,MAQUILLAGE,MAQ_TEINT,7.25,7.25,7.25
991509700,CORPS_SOIN PIEDS ET JAMBES,7,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.95,22.5,9.25
991509718,PARF_PARF ET EAU DE PARF,1,PARFUMAGE,PARF_PARFUM,1.5,18.0,6.823571428571428
991509734,HYG_DOUCHE PLAISIRNATURE,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.46,19.9,3.8533333333333335
991509742,VIS_MASQUE Jeunes Specifique,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.5,5.45,3.35
991509758,MAQ_YEUX Mascara Specifique,10,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,3.95,9.0,6.8
991509774,PARF_EAUX PARFUMS,11,PARFUMAGE,PARF_PARFUM,2.5,13.0,6.483333333333333
991509807,PARF_EAUX PLAISIR NATURE,9,PARFUMAGE,PARF_EDT,7.9,7.9,7.9
991509815,CORPS_LAIT HUILE PLAISIRNATURE,6,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,1.25,9.0,4.1375
991509823,HYG_DOUCHE EDT ETE,6,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.25,9.95,4.305882352941176
991509849,MAQ_ONG AUTRES,4,MAQUILLAGE,MAQ_ONGLES,4.95,4.95,4.95
991509857,VIS_SOIN LEVRES,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,5.45,3.35
991509865,SOL_APRES SOLEIL,7,SOLAIRES,SOLAIRE,3.95,5.45,4.65
991509899,VIS_MASQUE Jeunes Specifique,2,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,11.9,7.1625
991509906,SOL_APRES SOLEIL,6,SOLAIRES,SOLAIRE,3.95,3.95,3.95
991509914,MAQ_LEV RAL Lum4,2,MAQUILLAGE,MAQ_LEV_BASPRIX,5.95,5.95,5.95
991509922,MAQ_YEUX Fard,1,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,2.9,9.25,4.713636363636364
991509930,VIS_SOIN LEVRES,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,9.25,5.25
991509948,PARF_PARF ET EAU DE PARF,5,PARFUMAGE,PARF_PARFUM,1.0,29.95,9.02142857142857
991510013,HYG_DOUCHE EDT NOEL,12,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.95,5.9,3.266666666666667
991510047,VIS_CJOUR Jeunes Specifique,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.65,10.9,6.779999999999999
991510063,VIS_DEMAQ Jeunes Specifique,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,4.95,4.95,4.95
991510071,MAQ_YEUX Stylos,1,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.66,14.95,6.907894736842105
991510089,CORPS_HYDRA NOURRISANT,2,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,0.77,15.5,3.4913432835820895
991510112,HYG_DOUCHE JARDINMONDE,10,HYGIENE,HYG_JDM,1.5,9.25,2.936363636363636
991510146,VIS_SOIN LEVRES,2,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,1.25,1.25
991510162,CORPS_LAIT HUILE PLAISIRNATURE,12,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,0.8,3.9,1.8833333333333335
991510170,MAQ_TEINT Poudres,9,MAQUILLAGE,MAQ_TEINT,3.95,13.0,7.633333333333333
991510188,MAQ_YEUX Mascara SexyPulp,12,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,8.95,8.95,8.95
991510203,CORPS_LAIT HUILE PARFUMS,10,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,15.9,15.9,15.9
991510211,HYG_DOUCHE JARDINMONDE,8,HYGIENE,HYG_JDM,5.0,5.0,5.0
991510253,MAQ_YEUX Crayons,4,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,3.95,4.95,4.45
991510261,MAQ_YEUX Mascara Vertige,12,MAQUILLAGE,MAQ_YEUX_MASCA_HG,3.65,9.95,6.8
991510287,CAP_SHAMP TSCHEVEUX,1,CAPILLAIRES,CAPILLAIRE_SHAMPOING,1.25,22.5,4.7480769230769235
991510302,HYG_DOUCHE CULTUREBIO,10,HYGIENE,HYG_CULTUREBIO,3.9,4.9,4.25
991510328,MAQ_ONG Vernis CN,7,MAQUILLAGE,MAQ_ONGLES,0.9,11.9,5.4795454545454545
991510360,HYG_DOUCHE JARDINMONDE,9,HYGIENE,HYG_JDM,1.5,9.95,4.466666666666666
991510386,MAQ_ONG Vernis LUM,10,MAQUILLAGE,MAQ_ONGLES,2.3,9.25,6.375
991510394,MAQ_YEUX Eyeliner,1,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.0,11.95,3.88
991510401,MAQ_YEUX Mascara Vertige,1,MAQUILLAGE,MAQ_YEUX_MASCA_HG,1.95,9.95,7.699999999999999
991510419,HYG_DOUCHE MONOI,6,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.25,18.0,7.23888888888889
991510451,MAQ_LEV BRILLANT,1,MAQUILLAGE,MAQ_LEV_BASPRIX,3.0,16.9,8.616666666666667
991510469,CAP_TENUE DE LA COIFFURE,1,CAPILLAIRES,CAPILLAIRE_AUTRE,1.65,9.95,4.05
991510477,HYG_DOUCHE JARDINMONDE,1,HYGIENE,HYG_JDM,1.25,13.0,4.473076923076923
991510493,VIS_DEMAQ BLEUET,2,SOINS DU VISAGE,VIS_AUTRES,3.65,3.65,3.65
991510500,HYG_DOUCHE JARDINMONDE,5,HYGIENE,HYG_JDM,1.66,2.5,2.0
991510526,MAQ_YEUX Fard,1,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.95,17.0,9.025833333333333
991510550,VIS_MASQUE Jeunes Specifique,8,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.65,3.45,2.5
991510641,MAQ_YEUX Eyeliner,8,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.0,24.9,7.004166666666666
991510716,CAP_SHAMP SPECIFIQUE,7,CAPILLAIRES,CAPILLAIRE_SHAMPOING,1.5,25.0,6.9071428571428575
991510732,PARF_EAUX DE COLOGNE,6,PARFUMAGE,PARF_PARFUM,1.95,16.95,8.450000000000001
991510756,MAQ_YEUX Fard,1,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.2,9.0,4.8375
991510798,PARF_PARF ET EAU DE PARF,6,PARFUMAGE,PARF_PARFUM,4.45,23.9,15.433333333333332
991510805,MAQ_LEV AUTRES,1,MAQUILLAGE,MAQ_LEV_RAL_HMG,1.5,4.95,3.3000000000000003
991510813,SOL_PROTECTEURS SOLAIRES,7,SOLAIRES,SOLAIRE,11.75,22.5,17.125
991510821,CORPS_SOIN DES MAINS,1,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,5.85,5.85,5.85
991510847,CORPS_SOIN PIEDS ET JAMBES,10,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,4.95,10.9,6.1049999999999995
991510855,PARF_EAUX PLAISIR NATURE,12,PARFUMAGE,PARF_EDT,0.75,3.5,1.95
991510871,CORPS_PRODUITS MINCEUR,3,SOINS DU CORPS,CORPS_SPA_ET_MINCEUR,1.5,9.9,3.7944444444444443
991510889,VIS_DEMAQ BLEUET,4,SOINS DU VISAGE,VIS_AUTRES,3.95,13.95,10.325000000000001
991510897,HYG_BAIN SEL HUILE PERLE,9,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.9,3.8,1.69
991510904,CORPS_HYDRA NOURRISANT,3,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,5.95,5.95,5.95
991510938,HYG_DOUCHE JARDINMONDE,11,HYGIENE,HYG_JDM,1.95,3.0,2.475
991510946,MAQ_ONG Vernis CN,6,MAQUILLAGE,MAQ_ONGLES,1.95,14.9,6.527777777777778
991510954,HYG_DOUCHE JARDINMONDE,5,HYGIENE,HYG_JDM,1.95,2.0,1.9875
991510962,MAQ_TEINT Font teint,7,MAQUILLAGE,MAQ_TEINT,9.95,9.95,9.95
991510970,MAQ_YEUX Fard,11,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,9.95,9.95,9.95
991510988,VIS_DEMAQ BLEUET,5,SOINS DU VISAGE,VIS_AUTRES,0.95,4.0,2.475
991510996,VIS_DEMAQ Jeunes Specifique,5,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,4.45,6.95,5.6125
991511045,VIS_TRAIT AAAR,4,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,4.45,10.9,7.675000000000001
991511061,HYG_DOUCHE MONOI,7,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.95,12.9,5.528571428571429
991511095,CAP_SHAMP TSCHEVEUX,12,CAPILLAIRES,CAPILLAIRE_SHAMPOING,2.95,2.95,2.95
991511136,PARF_EAUX PLAISIR NATURE,6,PARFUMAGE,PARF_EDT,1.5,7.95,2.44
991511152,PARF_EAUX PLAISIR NATURE,10,PARFUMAGE,PARF_EDT,6.45,11.9,8.75
991511160,PARF_EAUX PLAISIR NATURE,5,PARFUMAGE,PARF_EDT,7.9,14.95,11.425
991511186,VIS_CJOUR PUR,10,SOINS DU VISAGE,VIS_PUR,0.95,3.9,2.6166666666666667
991511201,MAQ_ONG Vernis LUM,9,MAQUILLAGE,MAQ_ONGLES,0.8,29.9,6.492000000000001
991511219,HYG_BAIN SEL HUILE PERLE,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.8,4.3,2.7357142857142853
991511227,MAQ_YEUX Mascara Basic,7,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.0,7.95,4.763636363636365
991511285,HYG_DOUCHE JARDINMONDE,10,HYGIENE,HYG_JDM,1.95,16.95,7.9239999999999995
991511300,VIS_SOIN LEVRES,10,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,2.5,2.5,2.5
991511318,PARF_EAUX DE COLOGNE,7,PARFUMAGE,PARF_PARFUM,4.45,12.5,8.013636363636364
991511326,MAQ_ONG AUTRES,7,MAQUILLAGE,MAQ_ONGLES,1.65,3.95,2.43
991511350,VIS_MASQUE Jeunes Specifique,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.0,15.95,3.528125
991511368,HYG_DOUCHE PLAISIRNATURE,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.95,12.9,6.3125
991511376,SOL_APRES SOLEIL,7,SOLAIRES,SOLAIRE,1.5,15.0,5.7875
991511392,VIS_SOIN LEVRES,9,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,1.95,1.95
991511409,MAQ_YEUX Sourcils,11,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,9.5,9.5,9.5
991511425,MAQ_YEUX Mascara SexyPulp,9,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.0,14.5,2.9941176470588236
991511433,HYG_DOUCHE CULTUREBIO,11,HYGIENE,HYG_CULTUREBIO,3.9,5.95,4.5625
991511467,HYG_DOUCHE PLAISIRNATURE,10,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.5,5.9,3.403571428571429
991511491,CAP_SHAMP TSCHEVEUX,3,CAPILLAIRES,CAPILLAIRE_SHAMPOING,2.45,3.3,2.8200000000000003
991511524,MAQ_TEINT Font teint,3,MAQUILLAGE,MAQ_TEINT,9.25,9.25,9.25
991511574,VIS_CJOUR AAAR,12,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,4.95,34.0,12.18
991511582,CORPS_LAIT HUILE PLAISIRNATURE,6,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,0.91,8.95,5.385
991511615,MAQ_ONG Vernis LUM,4,MAQUILLAGE,MAQ_ONGLES,1.6,17.95,5.195
991511657,MAQ_YEUX Mascara SexyPulp,8,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,6.95,8.95,7.949999999999999
991511699,HYG_DOUCHE JARDINMONDE,7,HYGIENE,HYG_JDM,1.5,5.95,3.8000000000000003
991511714,MAQ_ONG Vernis CN,12,MAQUILLAGE,MAQ_ONGLES,1.95,24.9,7.033333333333334
991511722,PARF_EAUX PLAISIR NATURE,2,PARFUMAGE,PARF_EDT,7.9,7.9,7.9
991511748,VIS_CJOUR Jeunes Specifique,9,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,2.95,6.95,5.7
991511762,HYG_DOUCHE JARDINMONDE,2,HYGIENE,HYG_JDM,1.5,13.9,4.510526315789474
991511770,MAQ_LEV RAL Lum4,6,MAQUILLAGE,MAQ_LEV_BASPRIX,5.95,5.95,5.95
991511811,VIS_SOIN LEVRES,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,4.95,3.1
991511837,VIS_SOIN LEVRES,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,4.95,3.0500000000000003
991511853,VIS_SOIN HOMMES,3,SOINS DU VISAGE,VIS_HOMMES,9.95,9.95,9.95
991511902,HYG_DOUCHE HAMMAM,11,HYGIENE,HYG_AUTRES,4.95,5.0,4.975
991511928,HYG_DEO HOMMES,7,HYGIENE,HYG_HOMME,1.95,15.9,6.66875
991511952,HYG_DEO JARDINMONDE,5,HYGIENE,HYG_JDM,0.95,12.9,2.9161764705882356
991511986,MAQ_ONG Vernis LUM,1,MAQUILLAGE,MAQ_ONGLES,1.25,5.95,3.036666666666667
991511994,HYG_DOUCHE JARDINMONDE,2,HYGIENE,HYG_JDM,1.5,2.25,2.0
991512027,HYG_DOUCHE PLAISIRNATURE,3,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.9,5.45,2.68125
991512035,HYG_SAVONS,7,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.5,2.95,2.23
991512051,VIS_SOIN LEVRES,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.9,3.9,2.5300000000000002
